 -0.15000000E+01  0.00000000E+00 -0.14241544E+01  0.00000000E+00 -0.13490380E+01
  0.00000000E+00 -0.12753435E+01  0.00000000E+00 -0.12036557E+01  0.00000000E+00
 -0.11344247E+01  0.00000000E+00 -0.10679599E+01  0.00000000E+00 -0.10044382E+01
  0.00000000E+00 -0.94392234E+00  0.00000000E+00 -0.88638312E+00  0.00000000E+00
 -0.83172113E+00  0.00000000E+00 -0.77978694E+00  0.00000000E+00 -0.73039657E+00
  0.00000000E+00 -0.68334442E+00  0.00000000E+00 -0.63841265E+00  0.00000000E+00
 -0.59537709E+00  0.00000000E+00 -0.55401200E+00  0.00000000E+00 -0.51409250E+00
  0.00000000E+00 -0.47539642E+00  0.00000000E+00 -0.43770543E+00  0.00000000E+00
 -0.40080655E+00  0.00000000E+00 -0.36449444E+00  0.00000000E+00 -0.32857457E+00
  0.00000000E+00 -0.29286897E+00  0.00000000E+00 -0.25722444E+00  0.00000000E+00
 -0.22152299E+00  0.00000000E+00 -0.18569410E+00  0.00000000E+00 -0.14973198E+00
  0.00000000E+00 -0.11371293E+00  0.00000000E+00 -0.77826634E-01  0.00000000E+00
 -0.42453352E-01  0.00000000E+00 -0.85420236E-02  0.00000000E+00  0.22640273E-01
  0.00000000E+00  0.52424937E-01  0.00000000E+00  0.81548661E-01  0.00000000E+00
  0.11025712E+00  0.00000000E+00  0.13866910E+00  0.00000000E+00  0.16684529E+00
  0.00000000E+00  0.19481446E+00  0.00000000E+00  0.22258210E+00  0.00000000E+00
  0.25013873E+00  0.00000000E+00  0.27746326E+00  0.00000000E+00  0.30452353E+00
  0.00000000E+00  0.33127758E+00  0.00000000E+00  0.35766694E+00  0.00000000E+00
  0.38357931E+00  0.00000000E+00  0.40898049E+00  0.00000000E+00  0.43400326E+00
  0.00000000E+00  0.45878011E+00  0.00000000E+00  0.48337597E+00  0.00000000E+00
  0.50783348E+00  0.00000000E+00  0.53218323E+00  0.00000000E+00  0.55644828E+00
  0.00000000E+00  0.58064699E+00  0.00000000E+00  0.60479331E+00  0.00000000E+00
  0.62889934E+00  0.00000000E+00  0.65297467E+00  0.00000000E+00  0.67702770E+00
  0.00000000E+00  0.70106572E+00  0.00000000E+00  0.72509491E+00  0.00000000E+00
  0.74912095E+00  0.00000000E+00  0.77314895E+00  0.00000000E+00  0.79718357E+00
  0.00000000E+00  0.82122952E+00  0.00000000E+00  0.84529114E+00  0.00000000E+00
  0.86937267E+00  0.00000000E+00  0.89347821E+00  0.00000000E+00  0.91761196E+00
  0.00000000E+00  0.94177818E+00  0.00000000E+00  0.96598095E+00  0.00000000E+00
  0.99022466E+00  0.00000000E+00  0.10145137E+01  0.00000000E+00  0.10388528E+01
  0.00000000E+00  0.10632465E+01  0.00000000E+00  0.10877001E+01  0.00000000E+00
  0.11122184E+01  0.00000000E+00  0.11368067E+01  0.00000000E+00  0.11614705E+01
  0.00000000E+00  0.11862159E+01  0.00000000E+00  0.12110488E+01  0.00000000E+00
  0.12359757E+01  0.00000000E+00  0.12610035E+01  0.00000000E+00  0.12861390E+01
  0.00000000E+00  0.13113898E+01  0.00000000E+00  0.13367641E+01  0.00000000E+00
  0.13622698E+01  0.00000000E+00  0.13879156E+01  0.00000000E+00  0.14137112E+01
  0.00000000E+00  0.14396659E+01  0.00000000E+00  0.14657904E+01  0.00000000E+00
  0.14920952E+01  0.00000000E+00  0.15185921E+01  0.00000000E+00  0.15452931E+01
  0.00000000E+00  0.15722115E+01  0.00000000E+00  0.15993608E+01  0.00000000E+00
  0.16267556E+01  0.00000000E+00  0.16544117E+01  0.00000000E+00  0.16823456E+01
  0.00000000E+00  0.17105757E+01  0.00000000E+00  0.17391213E+01  0.00000000E+00
  0.17680091E+01  0.00000000E+00 -0.15000000E+01  0.57692308E-01 -0.14239535E+01
  0.53775489E-01 -0.13486953E+01  0.50042968E-01 -0.12749074E+01  0.46504591E-01
 -0.12031654E+01  0.43148521E-01 -0.11339114E+01  0.39958362E-01 -0.10674474E+01
  0.36922470E-01 -0.10039440E+01  0.34034509E-01 -0.94345874E+00  0.31291731E-01
 -0.88595778E+00  0.28693177E-01 -0.83133829E+00  0.26238486E-01 -0.77944803E+00
  0.23927201E-01 -0.73010105E+00  0.21758359E-01 -0.68309021E+00  0.19730454E-01
 -0.63819665E+00  0.17841412E-01 -0.59519565E+00  0.16088670E-01 -0.55386120E+00
  0.14469258E-01 -0.51396835E+00  0.12979934E-01 -0.47529501E+00  0.11617166E-01
 -0.43762314E+00  0.10377294E-01 -0.40074015E+00  0.92565380E-02 -0.36444107E+00
  0.82510784E-02 -0.32853177E+00  0.73570330E-02 -0.29283476E+00  0.65705278E-02
 -0.25719717E+00  0.58876658E-02 -0.22150137E+00  0.53045768E-02 -0.18567714E+00
  0.48173843E-02 -0.14971893E+00  0.44224067E-02 -0.11370322E+00  0.41163764E-02
 -0.77819884E-01  0.38974001E-02 -0.42449296E-01  0.37688224E-02 -0.85400846E-02
  0.37721111E-02  0.22641134E-01  0.38351535E-02  0.52424733E-01  0.38702746E-02
  0.81547409E-01  0.39161160E-02  0.11025487E+00  0.39794100E-02  0.13866590E+00
  0.40622056E-02  0.16684116E+00  0.41652378E-02  0.19480945E+00  0.42888913E-02
  0.22257625E+00  0.44335215E-02  0.25013208E+00  0.45996304E-02  0.27745584E+00
  0.47879978E-02  0.30451539E+00  0.49999943E-02  0.33126876E+00  0.52381931E-02
  0.35765749E+00  0.55081015E-02  0.38356924E+00  0.58286949E-02  0.40896967E+00
  0.61676335E-02  0.43399164E+00  0.64885798E-02  0.45876768E+00  0.68061561E-02
  0.48336276E+00  0.71240161E-02  0.50781953E+00  0.74436264E-02  0.53216857E+00
  0.77656219E-02  0.55643296E+00  0.80903405E-02  0.58063096E+00  0.84179519E-02
  0.60477662E+00  0.87484932E-02  0.62888199E+00  0.90819811E-02  0.65295666E+00
  0.94183544E-02  0.67700911E+00  0.97575719E-02  0.70104647E+00  0.10099593E-01
  0.72507501E+00  0.10444323E-01  0.74910039E+00  0.10791725E-01  0.77312768E+00
  0.11141686E-01  0.79716164E+00  0.11494121E-01  0.82120681E+00  0.11848995E-01
  0.84526765E+00  0.12206112E-01  0.86934835E+00  0.12565427E-01  0.89345306E+00
  0.12926808E-01  0.91758591E+00  0.13290172E-01  0.94175112E+00  0.13655379E-01
  0.96595287E+00  0.14022346E-01  0.99019545E+00  0.14390923E-01  0.10144833E+01
  0.14760953E-01  0.10388211E+01  0.15132348E-01  0.10632135E+01  0.15504934E-01
  0.10876656E+01  0.15878582E-01  0.11121823E+01  0.16253078E-01  0.11367688E+01
  0.16628359E-01  0.11614308E+01  0.17004214E-01  0.11861742E+01  0.17380396E-01
  0.12110050E+01  0.17756745E-01  0.12359296E+01  0.18133121E-01  0.12609549E+01
