  0.33047958E+04  0.32663008E+04  0.32220603E+04  0.32164352E+04  0.32166867E+04
  0.32169095E+04  0.32170601E+04  0.32171522E+04  0.32172006E+04  0.32172108E+04
  0.32171872E+04  0.32171326E+04  0.32170409E+04  0.32169055E+04  0.32167176E+04
  0.32164645E+04  0.32161292E+04  0.32156890E+04  0.32151134E+04  0.32143620E+04
  0.32133825E+04  0.32121056E+04  0.32104404E+04  0.32082696E+04  0.32054483E+04
  0.32018065E+04  0.31971579E+04  0.31913104E+04  0.31841086E+04  0.31755007E+04
  0.31656518E+04  0.31550354E+04  0.31440408E+04  0.31327849E+04  0.31213691E+04
  0.31099134E+04  0.30985473E+04  0.30873693E+04  0.30764190E+04  0.30657009E+04
  0.30552066E+04  0.30449268E+04  0.30348609E+04  0.30250189E+04  0.30154276E+04
  0.30061269E+04  0.29971253E+04  0.29883880E+04  0.29798798E+04  0.29715827E+04
  0.29634876E+04  0.29555889E+04  0.29478825E+04  0.29403653E+04  0.29330345E+04
  0.29258870E+04  0.29189200E+04  0.29121302E+04  0.29055137E+04  0.28990664E+04
  0.28927839E+04  0.28866619E+04  0.28806963E+04  0.28748829E+04  0.28692185E+04
  0.28637006E+04  0.28583278E+04  0.28530989E+04  0.28480102E+04  0.28430600E+04
  0.28382516E+04  0.28335892E+04  0.28290754E+04  0.28247105E+04  0.28204940E+04
  0.28164244E+04  0.28125003E+04  0.28087194E+04  0.28050780E+04  0.28015696E+04
  0.27981841E+04  0.27949085E+04  0.27917290E+04  0.27886331E+04  0.27856104E+04
  0.27826521E+04  0.27797513E+04  0.27769027E+04  0.27741017E+04  0.27713445E+04
  0.27686273E+04  0.27659466E+04  0.27632995E+04  0.27606827E+04  0.27580944E+04
  0.27555294E+04  0.27529930E+04  0.27504474E+04  0.27480169E+04  0.27449713E+04
  0.27430689E+04  0.33046413E+04  0.32660293E+04  0.32218677E+04  0.32164389E+04
  0.32166910E+04  0.32169141E+04  0.32170647E+04  0.32171571E+04  0.32172058E+04
  0.32172160E+04  0.32171922E+04  0.32171372E+04  0.32170450E+04  0.32169093E+04
  0.32167209E+04  0.32164674E+04  0.32161317E+04  0.32156913E+04  0.32151155E+04
  0.32143641E+04  0.32133845E+04  0.32121074E+04  0.32104420E+04  0.32082713E+04
  0.32054503E+04  0.32018100E+04  0.31971631E+04  0.31913195E+04  0.31841249E+04
  0.31755268E+04  0.31656865E+04  0.31550782E+04  0.31441001E+04  0.31328607E+04
  0.31214537E+04  0.31100032E+04  0.30986403E+04  0.30874644E+04  0.30765151E+04
  0.30657973E+04  0.30553022E+04  0.30450204E+04  0.30349519E+04  0.30251067E+04
  0.30155113E+04  0.30062055E+04  0.29971973E+04  0.29884528E+04  0.29799382E+04
  0.29716355E+04  0.29635354E+04  0.29556321E+04  0.29479214E+04  0.29404000E+04
  0.29330648E+04  0.29259131E+04  0.29189418E+04  0.29121477E+04  0.29055271E+04
  0.28990757E+04  0.28927892E+04  0.28866635E+04  0.28806942E+04  0.28748774E+04
  0.28692097E+04  0.28636889E+04  0.28583136E+04  0.28530824E+04  0.28479919E+04
  0.28430407E+04  0.28382320E+04  0.28335700E+04  0.28290569E+04  0.28246930E+04
  0.28204781E+04  0.28164104E+04  0.28124881E+04  0.28087089E+04  0.28050685E+04
  0.28015602E+04  0.27981740E+04  0.27948971E+04  0.27917162E+04  0.27886191E+04
  0.27855954E+04  0.27826366E+04  0.27797357E+04  0.27768875E+04  0.27740873E+04
  0.27713313E+04  0.27686156E+04  0.27659368E+04  0.27632919E+04  0.27606776E+04
  0.27580921E+04  0.27555304E+04  0.27529976E+04  0.27504557E+04  0.27480296E+04
  0.27449884E+04  0.27430879E+04  0.33040929E+04  0.32653559E+04  0.32214759E+04
  0.32164551E+04  0.32167095E+04  0.32169337E+04  0.32170845E+04  0.32171773E+04
  0.32172265E+04  0.32172367E+04  0.32172122E+04  0.32171560E+04  0.32170625E+04
  0.32169252E+04  0.32167353E+04  0.32164803E+04  0.32161434E+04  0.32157017E+04
  0.32151250E+04  0.32143730E+04  0.32133928E+04  0.32121149E+04  0.32104488E+04
  0.32082778E+04  0.32054573E+04  0.32018191E+04  0.31971759E+04  0.31913396E+04
  0.31841568E+04  0.31755743E+04  0.31657496E+04  0.31551566E+04  0.31442002E+04
  0.31329813E+04  0.31215864E+04  0.31101437E+04  0.30987856E+04  0.30876123E+04
  0.30766633E+04  0.30659434E+04  0.30554435E+04  0.30451548E+04  0.30350782E+04
  0.30252238E+04  0.30156174E+04  0.30062979E+04  0.29972739E+04  0.29885123E+04
  0.29799793E+04  0.29716568E+04  0.29635355E+04  0.29556099E+04  0.29478757E+04
  0.29403301E+04  0.29329702E+04  0.29257934E+04  0.29187970E+04  0.29119778E+04
  0.29053321E+04  0.28988559E+04  0.28925448E+04  0.28863947E+04  0.28804016E+04
  0.28745617E+04  0.28688719E+04  0.28633302E+04  0.28579350E+04  0.28526848E+04
  0.28475769E+04  0.28426111E+04  0.28377902E+04  0.28331181E+04  0.28285962E+04
  0.28242248E+04  0.28200037E+04  0.28159307E+04  0.28120033E+04  0.28082180E+04
  0.28045698E+04  0.28010513E+04  0.27976528E+04  0.27943627E+04  0.27911688E+04
  0.27880598E+04  0.27850255E+04  0.27820576E+04  0.27791494E+04  0.27762951E+04
  0.27734903E+04  0.27707305E+04  0.27680123E+04  0.27653319E+04  0.27626865E+04
  0.27600728E+04  0.27574889E+04  0.27549296E+04  0.27524003E+04  0.27498628E+04
